"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","mean"
"ID.79",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.79",73.38,92.52,75.31,36.3,45.8,50.55,63.42,78.03,48.05,100,74.5,33.95,86.75,64.62,26.5,79.79,20.41,95.04,35.5,0,98.04,94.67,49.62,76.47,96.55,39.17,45.5,20,99,51.33,83.99,62.2,69.85,91.6,91.97,66.45,87.89,7.67,84.07,98,64.862
"sDF1.sim.79",10.33,3.49,12.59,28.35,19.88,25.53,18.24,8.43,36.09,0,9.92,29.02,6.38,14.92,41.06,8.79,49.66,2.27,0,12,0.95,0,15.2,11.54,2.12,5.33,9.58,0,1,18.85,6.78,19.26,4.42,1,7,24.76,2.32,2.75,8.11,0,11.948
"sDF2.sim.79",16.29,4,12.1,35.35,34.31,23.92,18.34,13.54,15.85,0,15.58,37.03,6.86,20.47,30.45,11.42,29.93,2.69,2.5,74,1.01,5.33,35.18,11.99,1.33,8.5,44.92,0,0,29.82,9.22,18.54,25.72,6.4,1.03,8.79,9.79,87.58,7.83,0,17.94
"sN.79",2.86,13.24,17.49,15.65,11.09,8.6,10.31,9.24,6.5,8.74,6.42,4.56,7.32,4.55,6.38,7.65,5.72,6.18,0.42,0.99,7.44,1.13,6.26,15.1,17.2,0.71,2.32,0.24,1.98,14.22,21.99,4.99,3.88,1.54,3.3,10.7,14.04,2.16,5.24,1.39,7.244
"br.length.79",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.79.dnet",0.319,0.554,0.396,0.33,0.23,0.319,0.345,0.355,0.181,NA,0.328,0.34,0.49,0.292,0.321,0.399,0.255,0.587,NA,NA,0.636,NA,0.178,0.404,0.601,0.239,0.101,NA,NA,0.24,0.435,0.335,0.155,0.469,0.459,0.196,0.398,0.441,0.467,NA,0.357
"sim.79.dtree",0.307,0.078,0.282,0.935,0.743,0.657,0.448,0.247,0.702,NA,0.292,0.919,0.142,0.43,0.816,0.225,0.673,0.051,NA,NA,0.02,NA,0.673,0.267,0.035,0.287,0.749,NA,NA,0.643,0.174,0.466,0.355,0.078,0.084,0.403,0.129,0.112,0.173,NA,0.382
"sim.79.entrop",0.689,0.289,0.664,0.995,0.952,0.943,0.829,0.612,0.921,NA,0.672,0.995,0.439,0.811,0.983,0.584,0.94,0.211,NA,NA,0.1,NA,0.912,0.645,0.158,0.667,0.858,NA,NA,0.926,0.5,0.842,0.672,0.275,0.282,0.756,0.39,0.375,0.5,NA,0.648
"sim.79.icert",0.316,0.751,0.407,0,0.015,0.079,0.232,0.396,0.015,NA,0.336,0.001,0.622,0.204,0.016,0.456,0.045,0.818,0.65,0.417,0.918,0.7,0.021,0.428,0.85,0.324,0,NA,0.919,0.051,0.534,0.211,0.16,0.652,0.631,0.156,0.53,0.596,0.57,NA,0.379
"sim.79.binp",0.259,0,0,0.453,0.289,0.35,0.02,0.008,0.32,0,0.018,0.539,0.007,0.21,0.32,0.02,0.32,0.001,NA,0.333,0,0.333,0.32,0,0,1,0.556,NA,0.111,0.149,0,0.21,0.111,0.556,0.037,0.039,0,0.111,0.045,0.333,0.194
"sim.79.dstat",0.224,0.068,0.02,0.11,0.266,0.033,0.003,0.233,0.39,NA,0.222,0.078,0.036,0.157,0.069,0.13,0.189,0.085,1,1,0.031,1,0.397,0.019,0.229,0.229,0.648,NA,1,0.225,0.153,0.019,0.707,0.73,0.743,0.476,0.617,0.472,0.018,NA,0.325
"sim.79.kcstat",10.579,174.569,129,1.136,1.796,16.54,451.8,13.62,1.591,NA,11.41,1.625,167.437,8.955,3.686,26.996,3.072,220.881,14.2,6.167,1618.167,17.762,1.723,144.289,120.532,10.675,1.016,NA,99,2.961,31.643,60.639,3.072,16.778,15.233,3.611,11.455,17.242,272.286,NA,100.355
"ID.80",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.80",78.43,84.23,88.33,47.61,29.3,65.45,57.16,88.44,53.52,88,68.08,33.65,80.23,49.64,43.17,89.56,75.51,57.39,88.38,50.7,96.69,3,60,77.05,96.93,93.47,65,20,96,59.72,71.01,37.67,83.28,72.83,93.33,87.86,89.37,0,81.86,79.5,67.034
"sDF1.sim.80",19.23,10.73,1.2,17.57,53.73,17.55,24.21,6.28,16.34,0,12.84,25.17,6.13,32.95,32.05,6.01,12.96,11.59,11.62,10.8,0.7,0,15.25,16.04,1.18,0,14.67,3.5,4,13.1,11.64,48.53,10.33,2,2.67,4.1,10.63,15.5,6,12.5,13.033
"sDF2.sim.80",2.33,5.04,10.47,34.82,16.97,17,18.63,5.28,30.14,0,19.08,33.18,13.65,17.41,24.79,4.43,11.53,31.02,0,38.5,2.61,22,24.74,6.91,1.89,6.53,16.33,5.5,0,27.18,17.34,13.8,6.39,25.17,0,8.04,0,69.5,12.13,0,15.008
"sN.80",4.98,8.94,17.41,13.98,13.36,12.77,8.42,8.49,5.68,2.25,4.68,3.19,7.57,6.27,8.07,12.27,4.33,6.47,4.28,3.95,4.7,0.28,8.57,18.14,15.39,4.07,1.62,0.35,1.11,20.78,24.97,4.75,6.39,1.82,1.31,10.84,8.16,1.94,7.66,1.17,7.535
"br.length.80",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.80.dnet",0.223,0.392,0.377,0.203,0.225,0.347,0.281,0.499,0.214,NA,0.294,0.315,0.339,0.209,0.292,0.502,0.385,0.165,NA,0.123,0.582,NA,0.247,0.301,0.608,NA,0.337,0.186,NA,0.207,0.311,0.156,0.408,0.144,NA,0.448,NA,NA,0.368,NA,0.313
"sim.80.dtree",0.242,0.171,0.124,0.71,0.602,0.418,0.545,0.123,0.606,NA,0.38,0.911,0.219,0.673,0.794,0.11,0.279,0.541,NA,0.654,0.034,NA,0.5,0.259,0.031,NA,0.384,0.334,NA,0.504,0.339,0.693,0.182,0.314,NA,0.129,NA,NA,0.199,NA,0.387
"sim.80.entrop",0.542,0.487,0.363,0.934,0.905,0.805,0.889,0.398,0.903,NA,0.766,0.983,0.564,0.926,0.977,0.369,0.661,0.848,NA,0.867,0.148,NA,0.855,0.618,0.143,NA,0.781,0.545,NA,0.845,0.726,0.903,0.512,0.597,NA,0.407,NA,NA,0.536,NA,0.671
"sim.80.icert",0.284,0.491,0.512,0.017,0.063,0.256,0.122,0.648,0.057,NA,0.242,0,0.402,0.03,0.016,0.661,0.399,0.065,0.482,0.014,0.825,0.471,0.129,0.337,0.863,0.652,0.277,0.248,0.758,0.104,0.286,0.011,0.499,0.178,0.817,0.584,0.511,0.315,0.445,0.427,0.346
"sim.80.binp",0.045,0.001,0,0.149,0.104,0.035,0.088,0,0.32,0.111,0.21,0.704,0.02,0.32,0.532,0,0.111,0.1,0.012,0.407,0.004,NA,0.145,0,0,0.012,0.556,NA,0.333,0.021,0,0.539,0.018,0.556,0.333,0,0.003,0.556,0.02,0.333,0.176
"sim.80.dstat",0.784,0.361,0.794,0.329,0.266,0.016,0.13,0.087,0.297,NA,0.195,0.137,0.38,0.309,0.128,0.151,0.058,0.456,1,0.562,0.577,1,0.237,0.398,0.231,1,0.054,0.222,1,0.35,0.197,0.464,0.236,0.853,1,0.325,1,1,0.338,1,0.46
"sim.80.kcstat",4.503,13.917,9.399,1.741,2.981,88.091,6.905,83.16,2.694,NA,8.853,1.059,9.854,2.074,2.532,53.88,44.741,2.357,7.606,1.44,50.257,7.333,4.715,7.682,134.859,14.314,30.319,8.25,24,3.311,10.416,1.455,19.515,3.057,34.955,21.259,8.407,4.484,12.375,6.36,19.362
"ID.81",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.81",98.28,83.36,87.42,42.94,39.78,50.2,59.99,82,72.22,100,78.91,51.26,92.8,80.52,45.16,85.78,54.41,87.66,100,42.5,78.46,61.33,54.73,80.25,95.96,71.08,57.6,34.83,95,53.83,67.51,90.23,10,85.68,99.55,81.92,93.92,0,75.78,0,68.071
"sDF1.sim.81",0,9.93,3.75,26.63,29.42,22.26,21.25,6.29,22.29,0,12.1,26.9,4.66,2.21,23.44,8.53,36.22,1.53,0,11.5,15.73,0,26.66,9.86,0.57,0,22.93,0.67,5,11.59,19.87,6.15,4,1.5,0.45,4.57,4.29,20.98,10.05,10,11.095
"sDF2.sim.81",1.72,6.71,8.82,30.43,30.81,27.54,18.76,11.71,5.5,0,8.99,21.84,2.54,17.27,31.4,5.69,9.37,10.81,0,2,5.81,32.67,18.61,9.89,3.47,28.92,19.47,64.5,0,34.58,12.63,3.63,35,12.82,0,13.51,1.79,76.02,14.17,0,15.985
"sN.81",4.06,8.62,14.33,8.72,11.16,8.7,6.92,7.26,5.38,5.91,8.06,6.98,8.39,5.96,6.88,12.73,3.66,4.86,4.82,0.81,5.68,1.82,10.12,17.68,15.24,3.55,3.68,1.88,1.3,13.42,18.79,5.86,0.68,4.15,3.6,12.48,12.42,2.51,3.7,0.1,7.072
"br.length.81",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.81.dnet",NA,0.418,0.428,0.319,0.351,0.288,0.313,0.378,0.202,NA,0.386,0.288,0.53,0.253,0.279,0.445,0.118,0.371,NA,0.155,0.3,NA,0.259,0.437,0.555,NA,0.301,0.052,NA,0.145,0.282,0.494,0.18,0.329,NA,0.333,0.537,NA,0.353,NA,0.325
"sim.81.dtree",NA,0.182,0.134,0.798,0.862,0.663,0.5,0.198,0.323,NA,0.236,0.644,0.075,0.216,0.756,0.153,0.591,0.132,NA,0.264,0.241,NA,0.585,0.219,0.041,NA,0.538,0.432,NA,0.6,0.388,0.103,0.315,0.154,NA,0.199,0.063,NA,0.276,NA,0.351
"sim.81.entrop",NA,0.512,0.414,0.981,0.992,0.943,0.864,0.535,0.664,NA,0.6,0.936,0.278,0.512,0.967,0.459,0.838,0.382,NA,0.629,0.589,NA,0.906,0.577,0.169,NA,0.887,0.622,NA,0.865,0.772,0.35,0.661,0.418,NA,0.523,0.242,NA,0.654,NA,0.637
"sim.81.icert",0.875,0.511,0.558,0.021,0.012,0.062,0.171,0.457,0.212,NA,0.435,0.071,0.723,0.327,0.023,0.562,0.029,0.501,NA,0.253,0.349,0.068,0.088,0.501,0.782,0.132,0.138,0.065,0.714,0.034,0.227,0.658,0.236,0.442,0.958,0.412,0.741,0.247,0.372,NA,0.35
"sim.81.binp",0.012,0.008,0,0.35,0.527,0.35,0.173,0.007,0.045,0.001,0.02,0.173,0,0.018,0.429,0,0.407,0.045,0.004,1,0.1,0.556,0.077,0,0,0.111,0.407,0.556,0.333,0.104,0.002,0.018,1,0.012,0.012,0.001,0,0.259,0.111,NA,0.185
"sim.81.dstat",1,0.194,0.403,0.067,0.023,0.106,0.062,0.301,0.604,NA,0.147,0.104,0.294,0.773,0.145,0.2,0.589,0.752,NA,0.704,0.461,1,0.178,0.002,0.718,1,0.082,0.962,1,0.498,0.223,0.258,0.429,0.791,1,0.494,0.411,1,0.17,NA,0.463
"sim.81.kcstat",57.14,23.804,16.503,4.292,7.453,5.292,16.558,13.969,3.974,NA,22.482,5.814,42.575,5.2,2.729,28.201,1.677,9.281,NA,4.263,7.324,1.877,4.487,2346.333,32.893,2.458,11.02,1.869,19,1.837,7.58,34.365,5.167,7.436,221.222,8.652,36.852,3.623,15.954,NA,82.193
"ID.82",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.82",94.29,91.24,85.91,52.23,23.04,51.47,52.27,81.99,65.46,100,71.99,53.33,93.89,71.98,37.07,85.31,85.94,82.66,89.72,52.6,87.47,80,64.27,77.78,93.05,67,69.5,37.67,97,53.81,92.75,75.23,76.3,22.67,88.12,80.45,81.57,17.56,83.45,100,71.701
"sDF1.sim.82",5.71,7.25,10.56,19.46,33.44,27.41,31.18,8.84,23.56,0,10.49,22.78,3.66,2.97,40.73,7.16,4.24,12.91,7.7,46.73,0.7,0,13.18,13.87,3.94,0,28.5,20.33,0,17.84,2.3,9.99,9.88,28.83,8.37,11.6,11.17,5.98,14.1,0,13.184
"sDF2.sim.82",0,1.52,3.53,28.31,43.52,21.12,16.55,9.17,10.98,0,17.52,23.89,2.45,25.06,22.2,7.54,9.82,4.43,2.58,0.67,11.83,20,22.55,8.35,3.01,23,2,1,0,28.35,4.95,14.78,13.82,32.5,3.52,7.95,7.26,76.46,2.44,0,13.366
"sN.82",6.17,12.04,16.25,14.51,11.46,10.17,8.73,7.61,4.05,4.63,6.36,5.34,11.68,4,6.15,10.45,4.97,5.13,2.63,2.6,3,2.2,7.93,17.34,20.16,1.7,1.21,0.92,1.28,12.91,25.09,7.8,3.22,1.43,2.9,14.38,11.7,2.48,8.14,1.36,7.552
"br.length.82",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.82.dnet",NA,0.455,0.387,0.255,0.268,0.277,0.21,0.448,0.226,NA,0.301,0.321,0.559,0.152,0.251,0.477,0.407,0.343,0.449,0.008,0.345,NA,0.253,0.348,0.553,NA,0.111,0.05,NA,0.24,0.52,0.342,0.359,0.309,0.437,0.39,0.395,0.271,0.309,NA,0.324
"sim.82.dtree",NA,0.092,0.152,0.628,0.787,0.641,0.627,0.198,0.418,NA,0.326,0.609,0.063,0.326,0.842,0.159,0.151,0.19,0.108,0.621,0.134,NA,0.435,0.25,0.072,NA,0.36,0.418,NA,0.601,0.075,0.283,0.269,0.851,0.126,0.217,0.203,0.267,0.18,NA,0.344
"sim.82.entrop",NA,0.307,0.442,0.924,0.971,0.933,0.91,0.543,0.783,NA,0.708,0.923,0.247,0.626,0.972,0.473,0.448,0.51,0.354,0.662,0.368,NA,0.807,0.616,0.273,NA,0.627,0.671,NA,0.909,0.278,0.662,0.645,0.965,0.398,0.57,0.547,0.618,0.471,NA,0.622
"sim.82.icert",0.684,0.621,0.502,0.065,0.012,0.068,0.047,0.529,0.166,NA,0.287,0.108,0.769,0.176,0.002,0.594,0.523,0.429,0.601,0.003,0.473,0.278,0.174,0.387,0.755,0.18,0.13,0.065,NA,0.07,0.711,0.356,0.382,0.003,0.574,0.454,0.469,0.305,0.404,NA,0.334
"sim.82.binp",0.001,0,0,0.088,0.289,0.213,0.145,0.02,0.111,0.004,0.018,0.21,0,0.111,0.32,0,0.045,0.045,0.259,0.704,0.037,0.111,0.088,0,0,0.556,0.333,1,0.333,0.104,0,0.02,0.259,1,0.037,0,0.001,0.111,0.003,0.333,0.173
"sim.82.dstat",1,0.653,0.499,0.185,0.184,0.13,0.307,0.018,0.364,NA,0.251,0.024,0.198,0.788,0.251,0.026,0.397,0.489,0.498,0.972,0.888,1,0.262,0.248,0.134,1,0.869,0.906,NA,0.228,0.366,0.193,0.166,0.12,0.408,0.187,0.212,0.492,0.705,NA,0.422
"sim.82.kcstat",16.513,15.658,11.718,3.703,1.969,4.825,2.442,221.667,4.331,NA,8.748,27.523,75.57,3.124,1.246,205.658,14.642,9.225,17.02,1.127,7.796,4,5.453,12.578,96.817,2.913,2.547,1.897,NA,3.422,34.132,13.62,16.858,1.596,17.443,19.863,19.005,6.086,6.948,NA,24.856
"ID.83",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.83",62,84.52,86.08,57.27,31.42,62.06,39.99,64.24,81.02,100,68.83,17.97,97,81.65,44.57,73.89,68.71,84.92,72.25,34.13,94.78,11.5,47.15,72.05,94.69,95.65,90.5,28.17,97.83,68.25,86.61,72.53,87.34,4.9,93.67,82.46,90.17,9.34,75.27,92,67.684
"sDF1.sim.83",38,11.98,11.32,7.54,22.89,26.45,34.16,17.21,14.2,0,13.73,15.53,1.19,3.48,28.39,14.8,11.22,4.88,16.67,15.42,4.71,0,25.9,16.65,1.33,0,8,15.33,2.17,13.52,6.49,19.44,2.97,25.57,6.33,12.92,7.98,1,2.45,0,12.046
"sDF2.sim.83",0,3.5,2.6,35.19,45.69,11.49,25.85,18.55,4.78,0,17.45,43.5,1.81,14.87,27.05,11.31,20.07,10.2,11.07,50.45,0.51,88.5,26.95,11.3,3.98,4.35,1.5,2.5,0,18.23,6.9,8.03,9.68,69.53,0,4.62,1.84,88.66,22.28,0,18.12
"sN.83",2.71,9.16,15.81,13.78,9.68,12.15,7.3,5.35,5.8,2.85,4.29,1.64,8.04,2.48,7.18,8.75,4.23,3.74,4.06,3.09,9.66,2.44,7.03,11.99,14.12,3.03,1.07,0.59,2.26,8.2,21.79,8.27,3.86,2.21,2.21,17.38,10.52,2.27,7.18,0.92,6.727
"br.length.83",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.83.dnet",NA,0.357,0.366,0.106,0.273,0.2,0.299,0.334,0.321,NA,0.324,0.286,0.61,0.301,0.333,0.35,0.27,0.402,0.318,0.184,0.519,NA,0.329,0.32,0.544,NA,0.436,0.081,NA,0.311,0.489,0.256,0.404,0.16,NA,0.344,0.438,0.396,0.182,NA,0.329
"sim.83.dtree",NA,0.168,0.15,0.543,0.746,0.468,0.857,0.435,0.21,NA,0.369,0.537,0.03,0.202,0.767,0.3,0.371,0.163,0.322,0.659,0.054,NA,0.718,0.325,0.055,NA,0.1,0.442,NA,0.377,0.144,0.318,0.135,0.359,NA,0.192,0.103,0.11,0.282,NA,0.334
"sim.83.entrop",NA,0.468,0.428,0.803,0.964,0.816,0.986,0.819,0.54,NA,0.759,0.874,0.141,0.515,0.975,0.685,0.751,0.472,0.707,0.911,0.202,NA,0.963,0.711,0.216,NA,0.323,0.67,NA,0.766,0.443,0.686,0.408,0.682,NA,0.515,0.335,0.341,0.582,NA,0.62
"sim.83.icert",0.042,0.459,0.482,0.042,0.025,0.12,0.004,0.232,0.392,NA,0.274,0.128,0.868,0.38,0.036,0.349,0.229,0.508,0.304,0.027,0.725,0.485,0.054,0.303,0.756,0.742,0.594,0.064,0.849,0.257,0.62,0.256,0.532,0.16,0.66,0.428,0.593,0.546,0.225,NA,0.362
"sim.83.binp",0.259,0.001,0,0.058,0.441,0.019,0.429,0.21,0.018,0.037,0.111,0.556,0,0.111,0.429,0.042,0.111,0.111,0.111,0.259,0,0.111,0.429,0.004,0,0.037,0.333,1,0.111,0.02,0,0.02,0.111,0.111,0.111,0,0.001,0.111,0.045,0.333,0.155
"sim.83.dstat",1,0.548,0.626,0.647,0.157,0.394,0.138,0.037,0.496,NA,0.119,0.073,0.207,0.621,0.024,0.134,0.283,0.353,0.202,0.378,0.805,1,0.02,0.191,0.499,1,0.684,0.72,1,0.148,0.031,0.415,0.53,0.678,1,0.473,0.625,0.807,0.802,NA,0.47
"sim.83.kcstat",1.632,9.554,9.573,1.799,2.673,3.38,1.702,35.097,8.093,NA,14.812,11.463,154.532,6.863,13.075,17.931,6.496,15.045,10.925,1.872,22.445,7.696,20.238,11.355,35.23,21.989,13.692,2.001,45.083,11.62,195.415,5.653,12.574,3.127,14.798,9.378,14.386,10.511,3.672,NA,20.721
"ID.84",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.84",75.5,92.91,92.68,66.87,27.01,59.83,65.53,80.13,66.1,91.8,77.77,24.5,88.43,63.11,32.78,83.64,45.22,63.13,88.72,68,91.71,54.5,44.5,80.4,97.5,96.67,94.5,4,89.5,55.31,69.85,65.43,82.34,13,98.83,84.69,78.8,4.67,55.58,98,67.836
"sDF1.sim.84",0.83,5.72,1.12,18.45,39.36,17.39,14.11,4.6,21.97,2.83,5.65,43.45,8.89,22.56,34.77,12.4,34.79,31.83,1.45,26,2.26,0,16.84,11.41,1.92,0,0.5,0,1.5,21.77,13.85,14.84,11.97,14,1.17,6.66,18.68,49.2,17.67,0,13.81
"sDF2.sim.84",20.67,1.37,6.2,14.69,33.63,22.78,20.36,15.28,9.92,5.36,16.58,21.05,2.68,14.33,32.45,3.96,19.99,5.03,9.83,0,6.03,45.5,38.66,8.18,0.58,3.33,5,13,0,22.92,16.3,19.73,5.69,26,0,8.65,2.52,46.13,24.75,0,14.228
"sN.84",1.74,4.96,11.67,11.96,7.11,7.35,7.64,5.96,3.64,5.49,4.57,2.82,8.86,5.6,5.72,12.64,5.33,4.15,3.76,1.96,7.73,1.99,6.7,15.79,19.3,1.13,1.11,0.17,0.94,18.5,30.66,5.84,5.21,0.74,2.07,7.97,4.89,3.18,2.1,1.09,6.501
"br.length.84",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.84.dnet",0.181,0.494,0.48,0.317,0.315,0.285,0.287,0.3,0.231,0.511,0.285,0.297,0.42,0.262,0.388,0.351,0.23,0.106,0.392,NA,0.49,NA,0.186,0.395,0.604,NA,0.51,NA,NA,0.321,0.343,0.3,0.369,0.291,NA,0.447,0.232,0.048,0.265,NA,0.331
"sim.84.dtree",0.249,0.074,0.076,0.397,0.87,0.503,0.416,0.221,0.388,0.085,0.25,0.674,0.123,0.452,0.968,0.178,0.754,0.452,0.12,NA,0.086,NA,0.768,0.217,0.025,NA,0.057,NA,NA,0.575,0.355,0.418,0.194,0.619,NA,0.166,0.237,0.681,0.551,NA,0.37
"sim.84.entrop",0.526,0.265,0.267,0.785,0.989,0.863,0.799,0.552,0.761,0.306,0.597,0.942,0.383,0.824,1,0.488,0.954,0.733,0.36,NA,0.304,NA,0.935,0.571,0.119,NA,0.209,NA,NA,0.908,0.747,0.802,0.525,0.811,NA,0.485,0.541,0.773,0.891,NA,0.637
"sim.84.icert",0.249,0.681,0.662,0.247,0.004,0.15,0.21,0.365,0.19,0.692,0.329,0.057,0.559,0.168,0.001,0.445,0.012,0.08,0.532,0.149,0.666,0.006,0.004,0.458,0.862,0.789,0.713,0.213,0.879,0.127,0.3,0.219,0.451,0.066,0.908,0.555,0.295,0.001,0.109,NA,0.344
"sim.84.binp",0.556,0.004,0,0.019,0.429,0.173,0.088,0.018,0.407,0.004,0.045,0.704,0.001,0.1,0.649,0,0.539,0.111,0.111,0.556,0.003,0.556,0.429,0,0,0.333,0.333,NA,0.333,0.043,0,0.1,0.045,1,0.111,0.003,0.045,0.259,0.556,0.333,0.231
"sim.84.dstat",0.923,0.614,0.694,0.113,0.109,0.134,0.181,0.537,0.378,0.309,0.492,0.076,0.537,0.223,0.005,0.516,0.27,0.727,0.743,1,0.455,1,0.393,0.165,0.536,1,0.818,1,1,0.026,0.081,0.141,0.356,0.037,1,0.13,0.762,0.816,0.167,NA,0.473
"sim.84.kcstat",3.764,21.044,18.024,13.878,1.866,7.874,8.227,7.072,4.662,35.166,6.598,6.493,13.808,5.927,7.03,9.441,1.705,2.168,10.414,2.615,23.727,1.198,1.268,22.359,72.328,29.03,20.889,3.25,59.667,29.165,22.857,10.346,12.205,13,84.47,39.211,4.72,1.074,5.355,NA,16.51
"ID.85",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.85",97.83,92.79,80.18,30.54,46.77,64.6,36.16,88.57,70.77,97.07,73.22,56.32,90.08,70.27,53.6,93.43,60.81,52.11,95.98,60.37,96.76,65.2,63.63,61.9,92.08,58.87,39.76,67.5,100,57.96,84.68,70.66,79.97,56.72,98.92,87.95,88.41,1.2,49.88,85,70.463
"sDF1.sim.85",2.17,6.34,4.83,24.36,15.88,18.52,30.94,2.13,22.39,2.93,9.26,9.99,8.75,24.62,31.63,3.87,32.89,16.2,0.5,28.63,1.74,0,22.7,18.94,4.59,7.38,26.26,1.5,0,11.48,13.22,6.22,8.32,38.94,0,5.65,5.49,37.02,18.28,0,13.114
"sDF2.sim.85",0,0.87,14.99,45.1,37.35,16.88,31.9,9.31,6.84,0,17.52,33.69,1.17,5.11,14.77,2.71,6.3,31.69,3.52,11,1.49,34.8,13.67,19.16,3.34,33.75,33.99,15,0,30.56,2.1,23.12,11.72,4.35,1.08,6.4,6.1,61.78,31.84,0,15.624
"sN.85",4.85,13,13.32,8.27,5.36,9.08,3.6,6.53,3.29,4.57,4.1,3.66,8.47,5.17,7.11,14.21,5.31,6.76,3.88,3.58,4.7,3.15,11.22,12.5,14.72,3.67,3.5,1.27,1.72,13.07,18.8,7.42,3.25,4.06,6.57,11.51,8.43,3.26,6.16,1.02,6.853
"br.length.85",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.85.dnet",NA,0.475,0.307,0.293,0.178,0.332,0.372,0.408,0.209,NA,0.293,0.135,0.416,0.172,0.19,0.554,0.109,0.203,0.553,0.178,0.614,NA,0.256,0.34,0.536,0.113,0.305,0.217,NA,0.168,0.324,0.196,0.39,0.061,NA,0.498,0.505,0.044,0.223,NA,0.299
"sim.85.dtree",NA,0.075,0.22,0.757,0.725,0.43,0.928,0.121,0.342,NA,0.309,0.559,0.104,0.349,0.604,0.068,0.487,0.63,0.041,0.494,0.033,NA,0.445,0.471,0.083,0.518,0.862,0.216,NA,0.532,0.166,0.344,0.223,0.552,NA,0.128,0.123,0.472,0.669,NA,0.385
"sim.85.entrop",NA,0.26,0.553,0.97,0.924,0.815,0.997,0.374,0.695,NA,0.686,0.837,0.327,0.678,0.893,0.261,0.767,0.909,0.167,0.824,0.15,NA,0.816,0.845,0.301,0.793,0.987,0.558,NA,0.844,0.446,0.689,0.58,0.751,NA,0.411,0.399,0.654,0.93,NA,0.65
